species,location,ID,sex,reproduction,roost_name,roost_type,year,date_time,Tb,Ta
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 18:30,35.73470296,21.59
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 18:40,26.68872509,21.59
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 18:50,22.5357103,21.09
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 19:00,,21.09
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 19:10,,20.59
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 19:20,,20.59
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 19:30,,20.089
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 19:40,,20.089
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 19:50,,19.589
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 20:00,,19.089
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 20:10,,19.089
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 20:20,,19.089
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 20:30,,18.588
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 20:40,,18.588
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 20:50,,18.588
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 21:00,,18.087
Eptesicus nilssonii,Trondheim,EnilF002_T,Female,None,O.T.11A,House,2020,5/06/2020 21:10,,18.087
